"review_id","effect_size_id","within_effect_id","study_author","study_year","study_first_page_number","study_n","estimate","metric","lower_ci","upper_ci","standard_error","standard_deviation","variance","p_value","n_intervention","n_control","number_of_events_in_exposure_for_or_rr","number_of_events_in_comparison_for_or_rr","reverse_code","study_name","converted_metric","r_ci_lower","r_ci_upper","r_estimate","z_estimate","z_ci_lower","z_ci_upper","tar_group"
42288,"42288_001","42288_001_15","Kerstholt","1994","361",33,-0.2,"Hedge's d",NA,NA,0.25,NA,NA,NA,17,16,NA,NA,FALSE,"Kerstholt 1994","d",NA,NA,-0.0995037190209989,-0.0998340788992076,NA,NA,27
42288,"42288_001","42288_001_16","Kerstholt","1994","361",32,-0.19,"Hedge's d",NA,NA,0.25,NA,NA,NA,16,16,NA,NA,FALSE,"Kerstholt 1994","d",NA,NA,-0.0945741925264207,-0.0948576814038144,NA,NA,27
42288,"42288_001","42288_001_17","Marston","1995","20",48,0.54,"Hedge's d",NA,NA,0.29,NA,NA,NA,25,23,NA,NA,FALSE,"Marston 1995","d",NA,NA,0.260665852290765,0.266822666909941,NA,NA,27
42288,"42288_001","42288_001_18","Mooij","1990","285",921,0.2,"Hedge's d",NA,NA,0.07,NA,NA,NA,533,388,NA,NA,FALSE,"Mooij 1990","d",NA,NA,0.0995037190209989,0.0998340788992076,NA,NA,27
42288,"42288_001","42288_001_19","O'Connor","1997",NA,16,0.41,"Hedge's d",NA,NA,0.3,NA,NA,NA,8,8,NA,NA,FALSE,"O'Connor 1997","d",NA,NA,0.200823620215616,0.203590639225979,NA,NA,27
42288,"42288_001","42288_001_20","Olofsson","1992","165",33,-0.99,"Hedge's d",NA,NA,0.52,NA,NA,NA,15,18,NA,NA,FALSE,"Olofsson 1992","d",NA,NA,-0.443625153753289,-0.476735222976289,NA,NA,27
42288,"42288_001","42288_001_21","Olson","1992","107",90,0.75,"Hedge's d",NA,NA,0.22,NA,NA,NA,39,51,NA,NA,FALSE,"Olson 1992","d",NA,NA,0.351123441588392,0.366724604230137,NA,NA,27
42288,"42288_001","42288_001_22","Olson","1992","107",96,0.54,"Hedge's d",NA,NA,0.21,NA,NA,NA,45,51,NA,NA,FALSE,"Olson 1992","d",NA,NA,0.260665852290765,0.266822666909941,NA,NA,27
42288,"42288_001","42288_001_23","Olson","1992","107",102,0.86,"Hedge's d",NA,NA,0.21,NA,NA,NA,51,51,NA,NA,FALSE,"Olson 1992","d",NA,NA,0.395027750659415,0.417743499441563,NA,NA,27
42288,"42288_001","42288_001_24","Reitsma","1993","128",41,0.21,"Hedge's d",NA,NA,0.23,NA,NA,NA,26,15,NA,NA,FALSE,"Reitsma 1993","d",NA,NA,0.104425930003996,0.104808013476227,NA,NA,27
42288,"42288_001","42288_001_25","Reitsma","1993","128",46,0.39,"Hedge's d",NA,NA,0.23,NA,NA,NA,31,15,NA,NA,FALSE,"Reitsma 1993","d",NA,NA,0.191395051403356,0.193784867221876,NA,NA,27
42288,"42288_001","42288_001_26","Reitsma","1998","301",70,0.52,"Hedge's d",NA,NA,0.18,NA,NA,NA,25,45,NA,NA,FALSE,"Reitsma 1998","d",NA,NA,0.251633851764951,0.257156348513015,NA,NA,27
42288,"42288_001","42288_001_27","Shany","1995","382",19,0.51,"Hedge's d",NA,NA,0.24,NA,NA,NA,9,10,NA,NA,FALSE,"Shany 1995","d",NA,NA,0.247092907252396,0.252314305067695,NA,NA,27
42288,"42288_001","42288_001_28","Smeets","1995","128",50,0,"Hedge's d",NA,NA,0.28,NA,NA,NA,27,23,NA,NA,FALSE,"Smeets 1995","d",NA,NA,0,0,NA,NA,27
42288,"42288_001","42288_001_29","Smeets","1995","128",44,-0.36,"Hedge's d",NA,NA,0.31,NA,NA,NA,24,20,NA,NA,FALSE,"Smeets 1995","d",NA,NA,-0.177152998315265,-0.179041904333766,NA,NA,27
42288,"42288_001","42288_001_30","Smeets","1995","128",30,0.1,"Hedge's d",NA,NA,0.37,NA,NA,NA,15,15,NA,NA,FALSE,"Smeets 1995","d",NA,NA,0.0499376169438922,0.0499791900693487,NA,NA,27
42288,"42288_001","42288_001_31","Smeets","1995","128",35,0.34,"Hedge's d",NA,NA,0.34,NA,NA,NA,19,16,NA,NA,FALSE,"Smeets 1995","d",NA,NA,0.167595493933869,0.169191635935195,NA,NA,27
42288,"42288_001","42288_001_32","Spaai","1991","204",40,1,"Hedge's d",NA,NA,0.34,NA,NA,NA,20,20,NA,NA,FALSE,"Spaai 1991","d",NA,NA,0.447213595499958,0.481211825059603,NA,NA,27
42288,"42288_001","42288_001_33","Spaai","1991","204",40,0.59,"Hedge's d",NA,NA,0.32,NA,NA,NA,20,20,NA,NA,FALSE,"Spaai 1991","d",NA,NA,0.282945147243684,0.290880634684532,NA,NA,27
42288,"42288_001","42288_001_34","Spaai","1991","204",42,0.26,"Hedge's d",NA,NA,0.32,NA,NA,NA,22,20,NA,NA,FALSE,"Spaai 1991","d",NA,NA,0.128915230254621,0.12963659033633,NA,NA,27
42288,"42288_001","42288_001_35","Spaai","1991","204",39,-0.09,"Hedge's d",NA,NA,0.32,NA,NA,NA,19,20,NA,NA,FALSE,"Spaai 1991","d",NA,NA,-0.0449545065814817,-0.0449848263229507,NA,NA,27
42288,"42288_001","42288_001_36","Van Daal","1990","133",23,0.75,"Hedge's d",NA,NA,0.46,NA,NA,NA,9,14,NA,NA,FALSE,"Van Daal 1990","d",NA,NA,0.351123441588392,0.366724604230137,NA,NA,27
42288,"42288_001","42288_001_37","Van Daal","1990","133",22,-0.13,"Hedge's d",NA,NA,0.44,NA,NA,NA,8,14,NA,NA,FALSE,"Van Daal 1990","d",NA,NA,-0.0648631210826801,-0.0649543159702414,NA,NA,27
42288,"42288_001","42288_001_38","Van den Bosch","1995","110",41,0.13,"Hedge's d",NA,NA,0.32,NA,NA,NA,20,21,NA,NA,FALSE,"Van den Bosch 1995","d",NA,NA,0.0648631210826801,0.0649543159702414,NA,NA,27
42288,"42288_001","42288_001_39","Wentink","1997","163",20,0.43,"Hedge's d",NA,NA,0.2,NA,NA,NA,10,10,NA,NA,FALSE,"Wentink 1997","d",NA,NA,0.210196709523022,0.213377140086069,NA,NA,27
42288,"42288_001","42288_001_40","Wentink","1997","163",20,-0.01,"Hedge's d",NA,NA,0.18,NA,NA,NA,10,10,NA,NA,FALSE,"Wentink 1997","d",NA,NA,-0.00499993750117185,-0.00499997916690104,NA,NA,27
42288,"42288_001","42288_001_41","Wentink","1997","163",44,-0.15,"Hedge's d",NA,NA,0.14,NA,NA,NA,22,22,NA,NA,FALSE,"Wentink 1997","d",NA,NA,-0.0747899482416342,-0.0749298648848772,NA,NA,27
42288,"42288_001","42288_001_42","Wentink","1997","163",53,0.41,"Hedge's d",NA,NA,0.17,NA,NA,NA,27,26,NA,NA,FALSE,"Wentink 1997","d",NA,NA,0.200823620215616,0.203590639225979,NA,NA,27
42288,"42288_001","42288_001_43","Wise","1999","271",153,0.65,"Hedge's d",NA,NA,0.09,NA,NA,NA,122,31,NA,NA,FALSE,"Wise 1999","d",NA,NA,0.309086072337558,0.319534632000572,NA,NA,27
42288,"42288_001","42288_001_44","Yap","1993","402",40,0.47,"Hedge's d",NA,NA,0.32,NA,NA,NA,18,22,NA,NA,FALSE,"Yap 1993","d",NA,NA,0.228768026856,0.232889070427235,NA,NA,27
42288,"42288_001","42288_001_45","Yap","1993","402",41,0.13,"Hedge's d",NA,NA,0.31,NA,NA,NA,19,22,NA,NA,FALSE,"Yap 1993","d",NA,NA,0.0648631210826801,0.0649543159702414,NA,NA,27
42288,"42288_001","42288_001_46","Yap","1993","402",41,0.19,"Hedge's d",NA,NA,0.31,NA,NA,NA,19,22,NA,NA,FALSE,"Yap 1993","d",NA,NA,0.0945741925264207,0.0948576814038144,NA,NA,27
42288,"42288_001","42288_001_47","Yap","1993","402",19,-0.48,"Hedge's d",NA,NA,0.46,NA,NA,NA,9,10,NA,NA,FALSE,"Yap 1993","d",NA,NA,-0.233372952475324,-0.2377537491524,NA,NA,27
42288,"42288_001","42288_001_48","Yap","1993","402",21,-0.13,"Hedge's d",NA,NA,0.45,NA,NA,NA,11,10,NA,NA,FALSE,"Yap 1993","d",NA,NA,-0.0648631210826801,-0.0649543159702414,NA,NA,27
42288,"42288_001","42288_001_49","Yap","1993","402",20,0.17,"Hedge's d",NA,NA,0.45,NA,NA,NA,10,10,NA,NA,FALSE,"Yap 1993","d",NA,NA,0.0846945914398115,0.0848979771881697,NA,NA,27
42288,"42288_001","42288_001_50","Yap","1993","402",20,0.49,"Hedge's d",NA,NA,0.46,NA,NA,NA,10,10,NA,NA,FALSE,"Yap 1993","d",NA,NA,0.237962230135701,0.242612911397075,NA,NA,27
42168,"42168_002","42168_002_1","Cai","2013","856",50,0.116,"Hedge's g",-0.431,0.662,NA,NA,NA,0.678,NA,NA,NA,NA,FALSE,"Cai 2013","d",-0.210663869235728,0.314233441694574,0.0579026894458178,0.0579675304617453,-0.213865944512508,0.325235782384924,26
42168,"42168_002","42168_002_2","Chen","2012","638",116,0.271,"Hedge's g",-0.101,0.644,NA,NA,NA,0.154,NA,NA,NA,NA,FALSE,"Chen 2012","d",-0.0504357290915712,0.306502131000396,0.134272963961434,0.135088753142851,-0.050478559991553,0.316680274552236,26
42168,"42168_002","42168_002_3","Di Serio","2013","586",55,0.551,"Hedge's g",0.019,1.082,NA,NA,NA,0.042,NA,NA,NA,NA,FALSE,"Di Serio 2013","d",0.0094995713415146,0.475829739779384,0.265604604083115,0.272128832381212,0.00949985710996971,0.517579545212016,26
42168,"42168_002","42168_002_4","Ferrer-Torregrasa","2015","119",211,0.663,"Hedge's g",0.377,0.95,NA,NA,NA,0,NA,NA,NA,NA,FALSE,"Ferrer-Torregrasa 2015","d",0.185237768316742,0.429056814568288,0.314661148367439,0.325710419844385,0.187401175700074,0.458740115411948,26
42168,"42168_002","42168_002_5","Hsiao","2013","407",66,1.436,"Hedge's g",0.9,1.973,NA,NA,NA,0,NA,NA,NA,NA,FALSE,"Hsiao 2013","d",0.410364677328798,0.702285156975649,0.583234270701904,0.667350388422615,0.43604966885174,0.871795355804779,26
42168,"42168_002","42168_002_6","Hsiao","2012","331",482,0.917,"Hedge's g",0.688,1.146,NA,NA,NA,0,NA,NA,NA,NA,FALSE,"Hsiao 2012","d",0.325291181486159,0.497166428404749,0.416779906991226,0.443788635634343,0.337553128033493,0.545535154544809,26
42168,"42168_002","42168_002_7","Ibanez","2014","1",60,0.531,"Hedge's g",0.022,1.041,NA,NA,NA,0.041,NA,NA,NA,NA,FALSE,"Ibanez 2014","d",0.010999334560388,0.461701817419798,0.256609758156009,0.262475787035712,0.0109997781787446,0.499472007457329,26
42168,"42168_002","42168_002_8","Jee","2014","225",56,0.366,"Hedge's g",0.029,0.704,NA,NA,NA,0.033,NA,NA,NA,NA,FALSE,"Jee 2014","d",0.0144984759278229,0.332030557821676,0.180010633567837,0.181993678254356,0.0144994919439003,0.34510868244824,26
42168,"42168_002","42168_002_9","Ke","2015","33",34,0.61,"Hedge's g",-0.067,1.286,NA,NA,NA,0.077,NA,NA,NA,NA,FALSE,"Ke 2015","d",-0.0334812181194964,0.540842611896927,0.291732485186372,0.300458869992246,-0.0334937372664102,0.605345825800516,26
42168,"42168_002","42168_002_10","Lin","2013","314",40,0.732,"Hedge's g",0.104,1.361,NA,NA,NA,0.022,NA,NA,NA,NA,FALSE,"Lin 2013","d",0.0519298382559979,0.562592652068971,0.343702731608507,0.358285237721402,0.051976593802824,0.636618384982199,26
42168,"42168_002","42168_002_11","Martin-Gutierrez","2010","77",49,0.618,"Hedge's g",0.053,1.182,NA,NA,NA,0.032,NA,NA,NA,NA,FALSE,"Martin-Gutierrez 2010","d",0.0264907000853622,0.508787319025372,0.295226987254215,0.304282727636936,0.0264968993755695,0.561092157176048,26
42168,"42168_002","42168_002_12","Martin-Gutierrez","2014","625",47,0.781,"Hedge's g",0.196,1.366,NA,NA,NA,0.009,NA,NA,NA,NA,FALSE,"Martin-Gutierrez 2014","d",0.0975327668000897,0.56400285034775,0.363749502682257,0.381200411487305,0.0978438087568569,0.638684018871879,26
42168,"42168_002","42168_002_13","Sommerauer","2014","59",101,0.805,"Hedge's g",0.402,1.207,NA,NA,NA,0,NA,NA,NA,NA,FALSE,"Sommerauer 2014","d",0.197058728826085,0.516697430630118,0.373389114508613,0.392355509765474,0.19967059659938,0.57182380593094,26
42168,"42168_002","42168_002_14","Wei","2015","221",33,1.968,"Hedge's g",1.15,2.786,NA,NA,NA,0,NA,NA,NA,NA,FALSE,"Wei 2015","d",0.498471124258083,0.812352068745226,0.7013814998445,0.870014503746275,0.547269716157344,1.13390663256098,26
42168,"42168_002","42168_002_15","Zhang","2014","178",74,0.423,"Hedge's g",-0.035,0.88,NA,NA,NA,0.07,NA,NA,NA,NA,FALSE,"Zhang 2014","d",-0.0174973209278337,0.402738614266017,0.206922573501867,0.209954108417605,-0.017499106893909,0.426913454126117,26
42162,"42162_001","42162_001_1","Gao","2013","s240",126,-0.04,"Hedge's g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Gao 2013","d",NA,NA,-0.0199960011996001,-0.0199986669066095,NA,NA,25
42162,"42162_001","42162_001_2","Maddison","2011","156",322,0.25,"Hedge's g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Maddison 2011","d",NA,NA,0.124034734589208,0.124676746921443,NA,NA,25
42162,"42162_001","42162_001_3","Maloney","2008","2074",58,0.3,"Hedge's g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Maloney 2008","d",NA,NA,0.148340452930245,0.149443120184958,NA,NA,25
42162,"42162_001","42162_001_4","Murphy","2009","205",35,0.88,"Hedge's g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Murphy 2009","d",NA,NA,0.402738614266017,0.426913454126117,NA,NA,25
42162,"42162_001","42162_001_5","Mhurchu","2008","8",20,-0.38,"Hedge's g",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Mhurchu 2008","d",NA,NA,-0.18666064582327,-0.188875014576307,NA,NA,25
41430,"41430_001","41430_001_1","Bai","2012","993",245,0.2,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Bai 2012","d",NA,NA,0.0995037190209989,0.0998340788992076,NA,NA,24
41430,"41430_001","41430_001_2","Bakker","2014",NA,78,0.22,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Bakker 2014","d",NA,NA,0.109340479152898,0.109779365920543,NA,NA,24
41430,"41430_001","41430_001_3","Bakker","2014",NA,112,0.01,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Bakker 2014","d",NA,NA,0.00499993750117185,0.00499997916690104,NA,NA,24
41430,"41430_001","41430_001_4","Bakker","2014",NA,202,0.01,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Bakker 2014","d",NA,NA,0.00499993750117185,0.00499997916690104,NA,NA,24
41430,"41430_001","41430_001_5","Ke","2008b","539",177,0.4,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ke 2008b","d",NA,NA,0.196116135138184,0.198690110349241,NA,NA,24
41430,"41430_001","41430_001_6","Ke","2008c","429",124,0.13,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ke 2008c","d",NA,NA,0.0648631210826801,0.0649543159702414,NA,NA,24
41430,"41430_001","41430_001_7","Ke","2013","225",13,1.02,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ke 2013","d",NA,NA,0.454326082796012,0.490138161436235,NA,NA,24
41430,"41430_001","41430_001_8","Ke","2007","249",41,0.31,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ke 2007","d",NA,NA,0.153170954413191,0.154385969709221,NA,NA,24
41430,"41430_001","41430_001_9","Ke","2007","249",43,0.4,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ke 2007","d",NA,NA,0.196116135138184,0.198690110349241,NA,NA,24
41430,"41430_001","41430_001_10","Kebritchi","2010","427",117,0.65,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Kebritchi 2010","d",NA,NA,0.309086072337558,0.319534632000572,NA,NA,24
41430,"41430_001","41430_001_11","Kolovou","2013","510",119,0.31,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Kolovou 2013","d",NA,NA,0.153170954413191,0.154385969709221,NA,NA,24
41430,"41430_001","41430_001_12","Lin","2013","271",30,0.46,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Lin 2013","d",NA,NA,0.224147692921427,0.228018971902582,NA,NA,24
41430,"41430_001","41430_001_13","Plass","2013","1050",52,0.68,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Plass 2013","d",NA,NA,0.321902733238702,0.333768351645882,NA,NA,24
41430,"41430_001","41430_001_14","Pareto","2014","251",185,0.31,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Pareto 2014","d",NA,NA,0.153170954413191,0.154385969709221,NA,NA,24
41430,"41430_001","41430_001_15","Sedig","2007","2064",29,1.24,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sedig 2007","d",NA,NA,0.526939668861675,0.585898932259168,NA,NA,24
41430,"41430_001","41430_001_16","Sedig","2008","65",29,2.8,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sedig 2008","d",NA,NA,0.813733471206735,1.13798204629337,NA,NA,24
41430,"41430_001","41430_001_17","Sedig","2008","65",15,2.21,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sedig 2008","d",NA,NA,0.741456291237987,0.953706112687206,NA,NA,24
41430,"41430_001","41430_001_18","Sedig","2008","65",15,2.16,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Sedig 2008","d",NA,NA,0.733760674018169,0.936826251103314,NA,NA,24
41430,"41430_001","41430_001_19","Shin","2012","540",20,2.06,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Shin 2012","d",NA,NA,0.717478291140605,0.902428495530462,NA,NA,24
41430,"41430_001","41430_001_20","Shin","2012","540",17,3.17,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Shin 2012","d",NA,NA,0.845742395693452,1.24100644893802,NA,NA,24
41430,"41430_001","41430_001_21","Van den Heuvel","2013","281",79,0.24,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Van den Heuvel 2013","d",NA,NA,0.119145220618431,0.119713850398777,NA,NA,24
41430,"41430_001","41430_001_22","Van den Heuvel","2013","281",78,0.24,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Van den Heuvel 2013","d",NA,NA,0.119145220618431,0.119713850398777,NA,NA,24
41430,"41430_001","41430_001_23","Van den Heuvel","2013","281",96,0.37,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Van den Heuvel 2013","d",NA,NA,0.181913199610981,0.183960658083038,NA,NA,24
41430,"41430_001","41430_001_24","Van Eck","2006","16",58,0.36,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Van Eck 2006","d",NA,NA,0.177152998315265,0.179041904333766,NA,NA,24
41430,"41430_001","41430_001_25","Yang","2010","1220",34,1.69,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Yang 2010","d",NA,NA,0.645428491697354,0.767423034489721,NA,NA,24
39489,"39489_017","39489_017_1","Savoye","2007","2697",119,-0.523,"Standard Mean Difference",-0.831,-0.214,0.157,NA,0.025,0.001,NA,NA,NA,NA,TRUE,"Savoye 2007","d",-0.383697199709229,-0.106392688385897,-0.252992916234161,-0.258607816697449,-0.404387962115764,-0.106796870967187,22
39489,"39489_017","39489_017_2","Martinez","2008","12",316,-0.079,"Standard Mean Difference",-0.302,0.145,0.114,NA,0.013,0.491,NA,NA,NA,NA,TRUE,"Martinez 2008","d",-0.149307414601035,0.0723102088031185,-0.0394692210749341,-0.0394897355593269,-0.150431983849204,0.0724366367389618,22
39489,"39489_017","39489_017_3","Weintraub","2008","232",21,-0.469,"Standard Mean Difference",-1.345,0.406,0.447,NA,0.2,0.294,NA,NA,NA,NA,TRUE,"Weintraub 2008","d",-0.558046850709676,0.19894227555455,-0.228306682840846,-0.232402302861332,-0.629992208829257,0.201631000048716,22
39489,"39489_017","39489_017_4","Murphy","2009","205",35,-0.902,"Standard Mean Difference",-1.631,-0.173,0.372,NA,0.138,0.015,NA,NA,NA,NA,TRUE,"Murphy 2009","d",-0.631992023740767,-0.0861781974212132,-0.411122606273643,-0.436961419664649,-0.744726017773422,-0.086392492483071,22
39489,"39489_017","39489_017_5","Adamo","2010","805",26,-0.419,"Standard Mean Difference",-1.196,0.358,0.397,NA,0.157,0.291,NA,NA,NA,NA,TRUE,"Adamo 2010","d",-0.513233066825765,0.17619945287562,-0.205048504743414,-0.207996998738293,-0.567109156443432,0.178057635357089,22
39489,"39489_017","39489_017_6","Maddison","2011","156",258,-0.256,"Standard Mean Difference",-0.475,-0.036,0.112,NA,0.013,0.022,NA,NA,NA,NA,TRUE,"Maddison 2011","d",-0.231072430795896,-0.0179970847083967,-0.126964135465405,-0.127653026792236,-0.235322093332183,-0.0179990281416903,22
39489,"39489_017","39489_017_7","Trost","2014","407",69,-0.159,"Standard Mean Difference",-0.634,0.316,0.242,NA,0.059,0.512,NA,NA,NA,NA,TRUE,"Trost 2014","d",-0.30218048177402,0.156064016931095,-0.0792499547017995,-0.0794164939707095,-0.311917466292631,0.157349891696138,22
39489,"39489_017","39489_017_8","Foley","2014","46",322,-0.183,"Standard Mean Difference",-0.402,0.036,0.112,NA,0.012,0.101,NA,NA,NA,NA,TRUE,"Foley 2014","d",-0.197058728826085,0.0179970847083967,-0.0911193580242221,-0.0913728018278875,-0.19967059659938,0.0179990281416903,22
39489,"39489_017","39489_017_9","Lambrick","2015","190",29,0.184,"Standard Mean Difference",-0.546,0.914,0.372,NA,0.139,0.621,NA,NA,NA,NA,TRUE,"Lambrick 2015","d",-0.263362281939871,0.41565228496122,0.0916131102511364,0.0918707105016788,-0.269717857644756,0.442424737260137,22
39489,"39489_017","39489_017_10","Staiano","2016","120",38,0.11,"Standard Mean Difference",-0.527,0.747,0.325,NA,0.106,0.735,NA,NA,NA,NA,TRUE,"Staiano 2016","d",-0.25480267393512,0.34989119420315,0.0549170007571355,0.0549723085118352,-0.260542278384914,0.365319764441626,22
39489,"39489_027","39489_027_1","Weintraub","2008","232",21,-0.403,"Standard Mean Difference",-1.276,0.469,0.445,NA,0.198,0.365,NA,NA,NA,NA,TRUE,"Weintraub 2008","d",-0.53785701766514,0.228306682840846,-0.197529820999168,-0.200160768749076,-0.601135425281058,0.232402302861332,23
39489,"39489_027","39489_027_2","Maddison","2011","156",258,-0.19,"Standard Mean Difference",-0.409,0.029,0.112,NA,0.012,0.088,NA,NA,NA,NA,TRUE,"Maddison 2011","d",-0.200353491444659,0.0144984759278229,-0.0945741925264207,-0.0948576814038144,-0.203100801444809,0.0144994919439003,23
39489,"39489_027","39489_027_3","Wagener","2012","e68",40,0.053,"Standard Mean Difference",-0.583,0.689,0.324,NA,0.105,0.871,NA,NA,NA,NA,TRUE,"Wagener 2012","d",-0.279852534092105,0.325713861117733,0.0264907000853622,0.0264968993755695,-0.287522068868303,0.338025898612471,23
39489,"39489_027","39489_027_4","Trost","2014","407",69,-0.364,"Standard Mean Difference",-0.842,0.115,0.244,NA,0.06,0.136,NA,NA,NA,NA,TRUE,"Trost 2014","d",-0.388015796372126,0.0574051803708747,-0.179058590990101,-0.181009926644522,-0.409462025279951,0.0574683621527849,23
39489,"39489_027","39489_027_5","Foley","2014","46",322,-0.169,"Standard Mean Difference",-0.388,0.05,0.112,NA,0.012,0.13,NA,NA,NA,NA,TRUE,"Foley 2014","d",-0.190449227099111,0.0249921911602031,-0.0841999304136403,-0.0843997632183972,-0.192803262086165,0.0249973965654828,23
39489,"39489_027","39489_027_6","Staiano","2016","120",38,0.012,"Standard Mean Difference",-0.625,0.649,0.325,NA,0.106,0.971,NA,NA,NA,NA,TRUE,"Staiano 2016","d",-0.298274993135947,0.30865588864921,0.00599989200291591,0.00599996400058319,-0.307625067388619,0.319059080034273,23
37653,"37653_002","37653_002_1","Ash","2005",NA,328,0.28,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Ash 2005","d",NA,NA,0.138647844534406,0.139546653905865,NA,NA,20
37653,"37653_002","37653_002_2","Berryman","1999",NA,100,0.45,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Berryman 1999","d",NA,NA,0.219512195121951,0.22314355131421,NA,NA,20
37653,"37653_002","37653_002_3","Berryman","1999",NA,100,0.15,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Berryman 1999","d",NA,NA,0.0747899482416342,0.0749298648848772,NA,NA,20
37653,"37653_002","37653_002_4","Berryman","1999",NA,100,0.09,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Berryman 1999","d",NA,NA,0.0449545065814817,0.0449848263229507,NA,NA,20
37653,"37653_002","37653_002_5","Blanton","1997","371",52,1.43,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Blanton 1997","d",NA,NA,0.581622872665535,0.66491174460193,NA,NA,20
37653,"37653_002","37653_002_6","Braden","1991","247",48,0.41,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Braden 1991","d",NA,NA,0.200823620215616,0.203590639225979,NA,NA,20
37653,"37653_002","37653_002_7","Carter","2002","157",228,0.05,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Carter 2002","d",NA,NA,0.0249921911602031,0.0249973965654828,NA,NA,20
37653,"37653_002","37653_002_8","Carter","2002","157",228,0.08,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Carter 2002","d",NA,NA,0.0399680383488716,0.039989341006027,NA,NA,20
37653,"37653_002","37653_002_9","Chute","1997","237",51,0.29,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Chute 1997","d",NA,NA,0.143499310466994,0.144496643818822,NA,NA,20
37653,"37653_002","37653_002_10","Clariana","1996","203",873,0.63,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Clariana 1996","d",NA,NA,0.300446573394861,0.310010416495237,NA,NA,20
37653,"37653_002","37653_002_11","Clarke","2004",NA,50,-0.07,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Clarke 2004","d",NA,NA,-0.0349785821756186,-0.0349928581029374,NA,NA,20
37653,"37653_002","37653_002_12","Connell","1998","311",25,3.76,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Connell 1998","d",NA,NA,0.88287238919928,1.38864486269368,NA,NA,20
37653,"37653_002","37653_002_13","Connell","1998","311",27,3.56,"Cohen's d",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Connell 1998","d",NA,NA,0.87183702518523,1.34068644963767,NA,NA,20
